,optimal,obj_val
0,1,1093.0
1,1,1599.0
2,1,1523.0
3,1,1163.0
4,1,1171.0
5,1,1359.0
6,1,1044.0
7,1,1280.0
8,1,1364.0
9,1,1522.0
