,optimal,obj_val
0,0,1904.0
1,0,1921.0
2,0,1818.0
3,1,1895.0
4,0,1688.0
5,0,1858.0
6,0,1883.0
7,0,1710.0
8,0,1841.0
9,0,1800.0
