,optimal,obj_val
0,0,3217.0
1,0,2938.0
2,0,3203.0
3,0,3136.0
4,1,3357.0
5,1,3358.0
6,0,2961.0
7,0,3095.0
8,0,3262.0
9,1,3066.0
