,optimal,obj_val
0,1,1100.0
1,1,1128.0
2,1,1001.0
3,1,1054.0
4,1,1203.0
5,1,1138.0
6,1,1233.0
7,1,1191.0
8,1,1043.0
9,1,1236.0
