,optimal,obj_val
0,1,1403.0
1,1,1509.0
2,1,1349.0
3,1,1384.0
4,1,1440.0
5,1,1340.0
6,1,1359.0
7,1,1387.0
8,1,1431.0
9,1,1444.0
