,optimal,obj_val
0,0,3459.0
1,0,3334.0
2,0,3156.0
3,0,3355.0
4,0,3491.0
5,1,3636.0
6,0,3400.0
7,1,3237.0
8,0,3504.0
9,1,3742.0
