,optimal,obj_val
0,1,2234.0
1,1,2052.0
2,1,1663.0
3,1,2039.0
4,1,2065.0
5,1,2307.0
6,1,2102.0
7,1,2208.0
8,1,2075.0
9,1,1753.0
